HIP,Teff,e_Teff,log(g),e_log(g),vsini,r_vsini,Ageavg,Agemed,Agemod,Age68lo,Age68up,Age68t,Age95lo,Age95up,Age95t,Age2D,Mavg,Mmed,Mmod,M68lo,M68up,M68t,M95lo,M95up,M95t,M2D,source_id,phot_g_mean_mag,phot_g_mean_flux,phot_g_mean_flux_error,phot_bp_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_rp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,lum_val,lum_percentile_lower,lum_percentile_upper
87223,7005,238,4.32,0.14,,,807.0,1059.0,1392.0,602.0,2012.0,68,122.0,2585.0,95,29.0,1.41,1.41,1.41,1.3,1.5,68,1.2,1.6,95,1.42,4055974566725293184,6.5563839999999995,44956507.83233077,18316.133695861456,6.7620106,27274134.70602798,55276.953205794336,6.2606745,25147693.98432004,296858.7324157338,4.849536,4.832097,4.866975
87238,7079,241,4.07,0.14,,,1150.0,1351.0,1433.0,996.0,2043.0,68,274.0,2738.0,95,1480.0,1.47,1.46,1.44,1.4,1.6,68,1.3,1.7,95,1.54,4057236733000567808,7.953360000000001,12416589.589047713,5404.894937148435,8.144719,7632515.129277242,12677.788628408603,7.690925,6735936.097955655,32797.60094304406,6.172278400000001,6.118355,6.226202
87341,7512,255,3.62,0.14,,,114.0,100.0,99.0,99.0,101.0,20,99.0,101.0,20,848.0,4.86,5.03,5.01,5.0,5.0,19,5.0,5.0,19,2.17,4577189773126163840,6.070868,70307095.94274776,17073.15975210331,6.217132599999999,45050770.60018049,34017.64246831123,5.8615828,36319084.33346817,60092.39812505787,24.225885,24.110384,24.341387
87410,7330,249,4.05,0.14,,,527.0,688.0,1014.0,379.0,1446.0,68,79.0,1778.0,95,1281.0,1.5,1.5,1.49,1.4,1.6,68,1.3,1.6,95,1.62,4119443738033358720,6.715859,38815278.78541546,12470.036433217061,6.896530599999999,24095892.67039879,43660.269347893416,6.4691339999999995,20754606.947025847,213574.68913387178,7.763433999999999,7.7229095,7.8039584
87558,6617,225,4.28,0.14,,,2146.0,2252.0,2207.0,1502.0,3549.0,68,708.0,6131.0,95,1293.0,1.32,1.32,1.3,1.2,1.4,68,1.1,1.6,95,1.29,4473968166959087104,5.650218,103575978.21990988,159648.86357161636,5.8977013,60460927.14562572,153316.2027283647,5.3225956,59666377.77068181,368291.56299666775,3.8007636,3.7762095999999996,3.8253176
87590,6992,238,3.96,0.14,,,1267.0,1466.0,1518.0,1144.0,2084.0,68,365.0,2738.0,95,1578.0,1.46,1.45,1.44,1.4,1.6,68,1.3,1.7,95,1.6,4164688194761502336,8.023774000000001,11636877.777855804,8095.564916567594,8.223692999999999,7097051.932484894,28199.0978215251,7.7346699999999995,6469935.50765343,20344.21140627761,4.9976416,4.95367,5.041613
87665,6645,226,4.41,0.14,,,2144.0,2138.0,2024.0,1616.0,2737.0,68,1223.0,4870.0,95,40.0,1.41,1.41,1.38,1.3,1.5,68,1.2,1.7,95,1.29,4036773589046451584,7.0758204,27862370.433679856,14844.219057027769,7.317753,16347604.82737537,32743.300963194346,6.743453999999999,16120790.43508258,62575.118190977,3.2455325,3.2311232000000003,3.2599418
87708,6706,228,3.97,0.14,,,1158.0,1431.0,1804.0,750.0,2985.0,68,163.0,4870.0,95,1983.0,1.29,1.29,1.3,1.2,1.4,68,1.1,1.5,95,1.5,4151632078301105408,6.875622,33504072.560642377,17642.923464475207,7.111111599999999,19774736.11428729,47053.75580581775,6.5646787,19006256.20827878,76097.09591225676,6.300065,6.2643914,6.3357387
87744,7282,248,3.94,0.14,,,1165.0,1267.0,1277.0,1053.0,1605.0,68,516.0,2113.0,95,1317.0,1.6,1.58,1.52,1.4,1.7,68,1.4,1.9,95,1.71,1418298742029999488,6.0074053,74539097.52606776,38330.5329655362,6.190604,46165086.65045206,70950.71221411388,5.750577,40228817.49365941,111263.11688987684,8.869878,8.844633,8.895123
87782,9902,337,4.15,0.14,194.0,0.0,386.0,392.0,392.0,355.0,444.0,68,299.0,485.0,95,336.0,2.68,2.66,2.59,2.4,2.9,68,2.3,3.1,95,2.31,4119588770476941312,6.4497404000000005,49596393.76383405,30835.901272922983,6.4980307,34781073.44452987,58821.197781363415,6.4118943,21878130.18173476,54667.93904307743,,,
87822,6565,223,4.35,0.14,,,2417.0,2396.0,2271.0,1656.0,3274.0,68,1259.0,5788.0,95,568.0,1.35,1.35,1.32,1.2,1.5,68,1.1,1.6,95,1.27,5908778859223528192,6.2399755,60166686.88275459,20179.009667928312,6.489798,35045798.78169989,26760.135607361673,5.8848133,35550247.11459947,38680.53290954038,2.9398046,2.9335593999999996,2.9460497
87836,8063,274,4.32,0.14,,,794.0,847.0,854.0,734.0,1021.0,68,460.0,1223.0,95,89.0,1.86,1.84,1.8,1.7,2.0,68,1.6,2.2,95,1.67,4063417332766504576,5.7155547,97526914.40957966,89646.3489762486,5.832933000000001,64177393.25906923,106428.95765059927,5.552654,48273240.49948049,171305.03511850926,9.790718,9.731797,9.849639
87860,6442,219,4.24,0.14,,,2536.0,2844.0,2859.0,1830.0,5623.0,68,658.0,7691.0,94,2476.0,1.22,1.21,1.18,1.1,1.3,68,1.0,1.4,95,1.23,4472890168828541952,7.538987599999999,18186589.6700972,229316.3008969841,7.838132000000001,10122841.972642373,336202.774537998,7.239440400000001,10209204.531496337,341299.0105333455,3.8974059000000003,3.843438,3.9513738
87882,6991,238,4.35,0.14,,,974.0,1169.0,1392.0,596.0,2585.0,68,133.0,4870.0,95,31.0,1.36,1.36,1.35,1.3,1.5,68,1.1,1.6,95,1.4,4609742567203807104,7.226214,24258322.377586924,8263.81503823777,7.427899000000001,14770514.76668186,17309.184474449383,6.937325,13484598.596091244,25425.953899222757,4.6187963,4.6028294999999995,4.6347632
87968,6659,226,4.2,0.14,,,1360.0,1664.0,1967.0,920.0,3254.0,68,211.0,5309.0,95,1861.0,1.29,1.29,1.27,1.2,1.4,68,1.1,1.5,95,1.33,5774354663552571264,7.1886606,25112041.39682979,5680.47578550159,7.424869999999999,14811778.069101332,19699.10669412511,6.859273,14489679.958210213,33086.571658382956,4.521065,4.5063477,4.535783
88019,7330,249,3.96,0.14,,,1233.0,1256.0,1241.0,1064.0,1496.0,68,841.0,1884.0,95,1290.0,1.7,1.69,1.66,1.5,1.8,68,1.4,2.0,95,1.71,4144640902401571328,7.2397537,23957684.40689833,9426.34243992021,7.416579,14925321.852312205,33667.70430091961,6.9922533,12819371.385102753,45183.55412041486,7.709474,7.657103,7.761845
88039,5949,202,4.27,0.14,,,4519.0,4870.0,5705.0,3927.0,6567.0,57,3081.0,6615.0,76,6918.0,1.18,1.16,1.13,1.0,1.2,68,1.0,1.4,95,1.03,4069552332696009984,8.639853,6597891.721559025,1755.421269698469,8.950678,3633155.9260173,4886.693587252276,8.197269,4225324.811475484,7222.425780711398,1.7904714,1.7803735,1.8005693999999999
88071,6659,226,4.2,0.14,,,1494.0,1789.0,2024.0,1030.0,3332.0,68,266.0,5623.0,95,1832.0,1.29,1.29,1.3,1.2,1.4,68,1.1,1.5,95,1.33,1439931598946548736,7.1841946,25215546.018197466,6667.963514003913,7.4179296,14906763.089533916,27249.77494228768,6.869582,14352749.216229726,62078.42778322563,4.312744,4.2978983,4.32759
88175,6821,232,4.12,0.14,,,1201.0,1223.0,1172.0,1034.0,1429.0,63,841.0,1728.0,95,1747.0,1.95,1.98,1.91,1.8,2.1,67,1.6,2.2,95,1.42,4177224620176470912,4.4677258,307791066.03529406,1220217.2204606235,4.731041,177067474.22738165,463353.3605104709,4.1997623,167827460.09420118,336385.58516551065,6.2283316,6.167503,6.2891603
88272,7053,240,4.14,0.14,,,1412.0,1540.0,1475.0,1203.0,1946.0,68,631.0,2738.0,95,1392.0,1.53,1.51,1.46,1.4,1.6,68,1.3,1.8,95,1.48,4495053608824960896,6.935039,31719812.447882164,30224.602001475236,7.137478999999999,19300288.51788646,77633.27980046906,6.657787299999999,17444280.94910478,39989.66041685923,7.002331699999999,6.9652023000000005,7.039461
88349,8998,306,4.51,0.14,142.0,1.0,355.0,438.0,539.0,316.0,649.0,68,87.0,729.0,95,13.0,2.0,1.99,1.94,1.9,2.1,68,1.8,2.2,95,2.39,2152139190687051008,6.834205,34806808.37773147,11425.614218786208,6.9152565,23683865.183234565,38654.48403838634,6.751491499999999,16001894.92136369,46810.73551056346,,,
88350,6438,219,4.26,0.14,,,2850.0,2773.0,2476.0,1995.0,3946.0,67,1585.0,5788.0,95,2300.0,1.34,1.33,1.24,1.2,1.5,68,1.1,1.6,95,1.22,2114382339346698496,8.672849000000001,6400393.541147926,157333.88637587804,,,,,,,,,
88404,6813,232,4.18,0.14,,,1849.0,1793.0,1655.0,1320.0,2335.0,68,1038.0,3609.0,94,1597.0,1.6,1.59,1.55,1.4,1.8,68,1.2,2.0,95,1.39,4170583776094715520,5.0951405,172699124.35873926,430973.8222335839,5.531033,84750464.20632263,9292047.280960456,4.891314,88765115.44518308,11841295.161045415,19.30136,18.908726,19.693993
88474,6476,220,4.37,0.14,,,1333.0,1679.0,2271.0,772.0,4870.0,68,163.0,7079.0,95,538.0,1.15,1.14,1.13,1.0,1.2,68,1.0,1.3,95,1.24,4583067590481959168,6.806541999999999,35705033.20435497,7522.738977200434,7.0577707,20770504.711997315,16583.744852456653,6.4503994,21115835.67824696,33392.049190228,5.0588293,5.043897599999999,5.073761
88628,6442,219,4.24,0.14,,,1591.0,1961.0,2548.0,1029.0,4732.0,68,218.0,6879.0,95,2476.0,1.19,1.18,1.15,1.1,1.3,68,1.0,1.3,95,1.23,6725436722742221568,8.23211,9605109.32566448,4046.041764929433,8.486443,5571576.684428642,9735.318693700596,7.8607297,5760710.721133396,7573.0882244446275,2.9143967999999996,2.8892689,2.9395247
88656,6219,211,4.07,0.14,,,2562.0,2585.0,2778.0,1781.0,3355.0,68,1454.0,5012.0,95,4321.0,1.5,1.5,1.46,1.4,1.7,65,1.2,1.8,95,1.21,4170909850027869696,6.972691499999999,30638649.12402727,13966.326276486765,7.2565136,17296168.50539534,27755.867679797793,6.571225,18891996.945842728,41703.347880732654,3.6639923999999997,3.647733,3.6802517999999997
88680,7003,238,4.33,0.14,,,1422.0,1535.0,1518.0,1218.0,2061.0,68,516.0,2901.0,95,30.0,1.49,1.48,1.44,1.4,1.6,68,1.3,1.8,95,1.41,4036331722816841344,7.5120716,18643082.213922366,7019.5311472384765,7.716321499999999,11324699.695463767,30414.007940385985,7.220434700000001,10389486.512063552,45796.44470699209,5.3073797,5.2701883,5.344571
88726,7976,271,4.36,0.14,,,633.0,794.0,854.0,589.0,1096.0,68,168.0,1259.0,95,19.0,1.73,1.72,1.66,1.6,1.8,68,1.5,2.0,95,1.64,6724105656508792576,5.581055999999999,110388491.28792758,183970.98869870548,7.743856399999999,11041109.236421553,7509247.777492561,7.3781550000000005,8984747.641190143,5609217.020503956,,,
88740,6186,210,3.55,0.14,,,3762.0,4097.0,4800.0,2867.0,5910.0,68,1979.0,7633.0,94,1836.0,1.19,1.17,1.13,1.1,1.3,68,1.0,1.4,95,1.71,4177687170968321152,6.890955,33034233.73607204,9546.301153854543,7.176462700000001,18619595.92866415,39322.00447029333,6.490263,20354608.94044974,131689.87852931063,8.6517105,8.598659,8.704761999999999
88771,8718,296,4.04,0.14,64.0,0.0,250.0,310.0,466.0,190.0,667.0,68,42.0,750.0,95,654.0,1.86,1.85,1.83,1.8,1.9,68,1.7,2.0,95,2.05,4482432246130215296,3.6399007000000005,659760037.8275316,2578141.695537004,,,,,,,,,
88777,6613,225,4.25,0.14,,,1320.0,1592.0,2024.0,772.0,4097.0,68,178.0,6683.0,95,1668.0,1.23,1.22,1.21,1.1,1.3,68,1.0,1.4,95,1.29,6721015857029742848,8.362822,8515648.203136602,3269.2214822015508,8.605417,4993308.67691553,8574.733599485087,8.013065,5006590.121139137,9424.75306221616,4.6064487000000005,4.5722837,4.6406136
88851,6491,221,4.2,0.14,,,2694.0,2774.0,2476.0,1851.0,4598.0,68,1029.0,6879.0,95,2405.0,1.28,1.27,1.21,1.1,1.4,68,1.0,1.5,95,1.27,6633918425695969664,7.892529,13132114.040608045,3721.1757729202063,8.146144999999999,7622501.2532130005,6492.463239806669,7.5268455,7834833.549263843,5142.1690351103225,3.3756523,3.3594906000000004,3.391814
88898,6389,217,3.78,0.14,,,2214.0,2639.0,2859.0,1679.0,5623.0,68,410.0,7499.0,95,2148.0,1.19,1.18,1.15,1.1,1.3,68,1.0,1.4,95,1.57,4468278817065661824,6.856438000000001,34101304.593334444,8170.879246597643,7.118086999999999,19648102.13464959,28528.671036097607,6.4964699999999995,20238576.25956657,39538.57272986755,9.370379,9.318556,9.422203
88958,6302,214,3.94,0.14,,,2137.0,2738.0,3398.0,1559.0,6546.0,68,325.0,7943.0,95,3230.0,1.14,1.13,1.1,1.0,1.2,68,1.0,1.3,95,1.35,4275679701690799232,7.742641000000001,15076131.270666465,5689.964070982874,8.012269,8622788.84763741,13873.19270671812,7.362100999999999,9118588.74627722,13570.91581150063,4.065452,4.034048,4.096856
89000,6332,215,3.92,0.14,,,2635.0,3051.0,3117.0,2054.0,5788.0,68,579.0,7499.0,95,3401.0,1.18,1.17,1.13,1.1,1.3,68,1.0,1.3,95,1.34,4469921487441710208,5.5288463,115826464.99931195,123855.26661810676,5.800827,66103490.69471927,123717.05873081644,5.170681,68627104.17980039,303242.01887539326,9.746468,9.693764999999999,9.7991705
89014,6209,211,3.85,0.14,,,3049.0,2951.0,2778.0,2195.0,4314.0,68,1830.0,5788.0,95,2991.0,1.39,1.39,1.41,1.2,1.5,68,1.1,1.7,95,1.42,4590956960068693888,7.750889,14962035.700805364,3339.0615314462952,8.026292,8512133.820662972,11999.555107868735,7.367414999999999,9074068.736593574,10482.866509277575,4.5180826,4.498478400000001,4.537687
89099,7465,254,4.04,0.14,,,1060.0,1143.0,1172.0,987.0,1382.0,68,546.0,1679.0,95,1197.0,1.67,1.66,1.6,1.5,1.8,68,1.4,1.9,95,1.68,6725589829732566528,5.774275,92392409.84010483,76082.35703693016,5.947872,57730640.466352,172557.5811669311,5.550971499999999,48348101.06322631,380886.89419024327,18.515484,18.127436,18.903532000000002
89348,6600,224,4.2,0.14,,,2250.0,2328.0,2207.0,1566.0,3556.0,67,841.0,6494.0,95,2042.0,1.32,1.32,1.3,1.2,1.4,68,1.1,1.6,95,1.31,2161275788716592256,4.834262,219604603.2090115,503191.40818830725,5.117257,124065887.78435142,261590.72891220922,4.5065856,126512581.11061916,471686.36834200897,4.435594,4.416007,4.455181
89373,6748,229,4.14,0.14,,,1957.0,1946.0,1857.0,1498.0,2476.0,68,1155.0,4340.0,95,1831.0,1.47,1.46,1.44,1.3,1.6,68,1.2,1.8,95,1.39,6721441784663730816,7.681244,15953235.727021748,5345.339295499367,7.9067545,9502840.548852507,21206.734683155868,7.3651304,9093182.097234493,16598.078231267642,6.587301299999999,6.5358267,6.638775999999999
89524,5752,196,2.75,0.14,,,3474.0,4597.0,6401.0,3213.0,7976.0,66,1059.0,8913.0,95,420.0,1.05,1.04,5.5,1.0,1.1,68,1.0,1.1,95,2.9,4153991458443776128,7.548012299999999,18036045.734186005,5462.990558606503,7.8880533999999995,9667939.54158428,14710.471609072527,7.0755444,11872718.737141453,26300.874202132847,7.3121529999999995,7.255416,7.3688899999999995
89554,6262,213,4.58,0.14,,,2954.0,3399.0,3600.0,2354.0,6217.0,68,790.0,7996.0,94,45.0,1.16,1.15,1.13,1.1,1.2,68,1.0,1.3,95,1.37,6635419911901163904,8.067812,11174331.687424744,2557.9549513597517,8.339267,6380408.765589553,4899.6535542340225,7.6705413,6863591.468498613,7074.450040970262,1.5546438999999999,1.5458121999999999,1.5634755
89770,6525,222,4.01,0.14,,,362.0,459.0,453.0,459.0,461.0,6,459.0,461.0,6,2361.0,3.13,2.8,2.79,2.8,2.8,6,2.8,2.8,6,1.42,2266513894902202368,6.566821000000001,44526437.01006722,11535.686971163159,6.8196197,25864703.087361205,43888.35640168768,6.232543,25807787.267028764,57620.117714708584,4.836825,4.8264537,4.847196
89780,6023,205,3.3,0.14,,,1671.0,2074.0,3302.0,1059.0,5788.0,68,211.0,7499.0,95,1281.0,1.06,1.08,1.01,1.0,1.1,68,1.0,1.2,95,1.94,4161182882984922880,8.341766,8682399.264612196,2325.7453686460112,8.640336,4835269.7850310085,6461.771096127225,7.919284299999999,5458261.285119939,10283.228135875206,4.3903713,4.355999,4.4247437000000005
89828,5811,198,2.7,0.14,,,4915.0,5422.0,5705.0,5187.0,8955.0,67,2555.0,9146.0,95,377.0,1.1,1.11,5.5,1.0,1.1,68,1.0,1.3,95,3.01,4154292484122063232,7.2344913,24074078.390800133,6746.019324795231,7.5697117,12961959.106364787,28416.347599902798,6.7890524999999995,15457776.92665381,53237.898059744235,9.218943,9.145404,9.292481
89846,6876,234,3.95,0.14,,,1093.0,1348.0,1608.0,790.0,2543.0,68,173.0,4097.0,95,1700.0,1.36,1.36,1.35,1.3,1.5,68,1.2,1.6,95,1.58,4159489909950145280,6.539004,45681955.82202277,25440.003338056908,6.709132,28635339.5914528,288961.6586155261,6.181076999999999,27060591.15912561,347620.2644150416,8.095985,8.04547,8.146500999999999
89925,7876,268,4.43,0.14,,,787.0,892.0,931.0,758.0,1126.0,68,316.0,1296.0,95,22.0,1.75,1.74,1.69,1.6,1.8,68,1.5,2.0,95,1.67,4589912359603418496,5.549628,113630573.89676432,122523.66077170413,5.6895565999999995,73237367.30226372,116310.53138585176,5.3546333,57931489.33133022,287000.3851500531,13.846732999999999,13.775374,13.918092000000001
89935,7594,258,3.41,0.14,,,739.0,750.0,678.0,651.0,824.0,68,579.0,972.0,95,727.0,2.32,2.33,2.28,2.2,2.5,68,2.0,2.5,95,2.37,4586704156472497920,5.040653,181587106.35778028,352903.34809276345,5.191088,115909758.33756076,189857.09383626305,4.8766203,89974598.14389975,331862.101057136,48.295155,47.662613,48.927696000000005
89950,6532,222,4.23,0.14,,,271.0,175.0,170.0,170.0,176.0,49,170.0,176.0,49,2142.0,3.5,4.05,4.05,4.0,4.1,49,4.0,4.1,49,1.27,6631294853509354368,7.7786455000000005,14584382.67228731,4254.4709013912125,8.024444,8526636.774285756,11653.238091928808,7.429221000000001,8571948.727739679,14896.095273641831,3.5231757000000004,3.5063953000000003,3.5399559999999997
90133,10653,362,4.48,0.14,253.0,0.0,271.0,294.0,303.0,262.0,347.0,68,154.0,387.0,95,7.0,2.7,2.68,2.62,2.5,2.8,68,2.3,3.1,95,2.86,6414684465766037248,5.446142,124994060.71641509,136249.07879275506,5.4846900000000005,88446196.07854392,189130.60278312615,5.4401774000000005,53542309.86486802,101978.13311487912,,,
90156,9590,326,4.18,0.14,177.0,0.0,134.0,159.0,241.0,89.0,397.0,68,22.0,473.0,95,349.0,2.09,2.08,2.05,2.0,2.2,68,1.9,2.3,95,2.19,2157548616097840000,5.0108557000000005,186639691.223916,362002.63788604864,5.0833054,128006828.93859498,386231.16496014455,5.004333,79989840.93623301,298102.2110421306,,,
90174,7089,241,4.39,0.14,,,1025.0,1009.0,1044.0,807.0,1203.0,68,708.0,1479.0,94,31.0,2.06,2.07,2.05,1.9,2.2,68,1.7,2.4,95,1.42,4269638160168575488,6.266036,58739727.99251951,24346.84474722216,6.4636235,35900950.78467875,74186.72434751943,5.984547599999999,32430152.92516608,65655.28290374107,8.5229,8.482963999999999,8.562836
90218,6675,227,3.44,0.14,,,1361.0,1661.0,1967.0,932.0,3197.0,68,224.0,5309.0,95,1224.0,1.29,1.29,1.3,1.2,1.4,68,1.1,1.5,95,1.97,4159339276859831040,7.2276297000000005,24226705.456199065,7552.655050446931,7.4707265,14199226.29001858,29991.54620750016,6.88555,14143208.334586795,34267.72846691724,8.069023,8.013307000000001,8.12474
90240,7094,241,3.81,0.14,,,592.0,693.0,958.0,299.0,1884.0,68,67.0,3350.0,95,1321.0,1.35,1.36,1.35,1.2,1.5,68,1.1,1.6,95,1.79,4271146106012843392,7.620977000000001,16863801.070377905,6738.935856183599,7.815607000000001,10335048.118089363,23096.428074159718,7.3529954,9195384.261898044,25999.129064528857,6.990114,6.9322515,7.047977
90258,6376,217,3.92,0.14,,,2630.0,3014.0,3117.0,1995.0,6131.0,68,688.0,8913.0,95,2761.0,1.19,1.18,1.13,1.1,1.3,68,1.0,1.4,95,1.41,2118370920856603904,8.004878,11841181.08311957,3086.355519918182,8.255831,6890057.473561337,7254.7995063083645,7.646607,7016576.932178339,15918.451147000404,4.2682095,4.2482677,4.2881513
90282,6608,225,4.28,0.14,,,1174.0,1427.0,1911.0,688.0,3652.0,68,150.0,5957.0,95,1403.0,1.23,1.23,1.21,1.1,1.3,68,1.1,1.4,95,1.29,6648316599176366592,6.733496000000001,38189843.14087912,10547.29680788894,6.977392999999999,22366494.66429627,48971.272532314964,6.399899,22121181.763877284,59876.35902055789,3.3691307999999998,3.3586037,3.379658
90345,6608,225,4.19,0.14,,,1435.0,1407.0,1392.0,1162.0,1692.0,61,944.0,2239.0,95,2031.0,1.83,1.87,1.86,1.7,2.0,63,1.5,2.1,95,1.31,4521814553618651520,7.3109746,22436570.269879285,4896.779781773839,7.5484776,13217952.20189452,13469.249067750083,6.975548,13018136.896138793,14824.953539278127,4.3260307000000005,4.3070803,4.344981
90422,16819,572,4.05,0.14,20.0,0.0,54.0,56.0,57.0,52.0,62.0,68,40.0,65.0,95,52.0,5.6,5.54,5.46,5.1,5.9,68,4.9,6.5,95,5.19,6709267613951019904,3.4964828000000003,752927537.2353872,12251598.810375376,3.505796,547314407.2282777,11002421.012282616,3.6598237,275955166.6388219,4530908.893041319,,,
90459,6479,220,4.28,0.14,,,2689.0,2604.0,2406.0,1850.0,3549.0,67,1525.0,5438.0,95,1878.0,1.36,1.35,1.38,1.2,1.5,68,1.1,1.6,95,1.24,4103929491531746816,6.836786,34724178.866185114,10077.660198590815,7.095783,20055894.15517554,48790.96141520998,6.4801307,20545452.06894364,101148.73910923336,3.3110597,3.2986337999999997,3.3234856
90478,7743,263,4.28,0.14,,,457.0,583.0,854.0,365.0,1137.0,68,77.0,1296.0,95,353.0,1.62,1.61,1.58,1.5,1.7,68,1.5,1.8,95,1.6,4052054872135709824,6.696215,39523944.98213816,603030.9865613907,6.405824,37863926.00569051,248473.8110183518,6.2712107,24904842.11788401,1337229.4574489973,,,
90504,6367,216,4.21,0.14,,,2543.0,2923.0,2943.0,1962.0,5604.0,68,562.0,7499.0,95,2950.0,1.19,1.19,1.15,1.1,1.3,68,1.0,1.4,95,1.23,4051558653194079744,8.112671,10722051.979501776,4862.370611120763,8.37135,6194625.823317332,11013.624132796416,7.7408924,6432962.61225035,25358.141421348588,2.651725,2.6321158,2.6713343
90595,9065,308,2.09,0.14,,,237.0,294.0,440.0,188.0,589.0,68,42.0,649.0,95,32.0,1.97,1.96,1.91,1.9,2.0,68,1.8,2.2,95,8.77,4104122833743954304,4.583453700000001,276671757.4260892,1346504.1065167545,4.717774400000001,179244370.9237093,617552.8252975418,4.5877624,117398635.14121976,1055794.842670425,83.84640999999999,81.27579,86.41704
90747,6585,224,3.95,0.14,,,1690.0,2001.0,2271.0,1122.0,4732.0,68,266.0,6879.0,95,2167.0,1.23,1.23,1.21,1.1,1.3,68,1.0,1.4,95,1.49,2111203960469421184,7.1532407000000005,25944778.30188719,5609.089660467657,7.397023,15196582.528075432,21268.66328801128,6.815785400000001,15081821.777985198,34682.672731741004,7.8605833,7.828159299999999,7.893007300000001
90759,8844,301,4.14,0.14,116.0,0.0,318.0,410.0,554.0,266.0,668.0,68,65.0,750.0,95,544.0,1.93,1.92,1.89,1.8,2.0,68,1.7,2.1,95,2.0,6722943305221879296,5.9928574999999995,75544571.58073519,51292.69976950582,6.0794463,51141884.69044222,126509.18569455648,5.909071400000001,34764781.22366949,206587.63339517746,,,
90775,7187,244,3.91,0.14,,,1009.0,995.0,931.0,800.0,1169.0,68,714.0,1448.0,95,1368.0,2.05,2.06,2.05,1.9,2.3,68,1.7,2.4,95,1.71,6733282906427174144,6.8966316999999995,32861971.407855976,17087.846049997217,7.086337599999999,20231130.41777044,49646.43131391689,6.6332617,17842813.38835499,88719.50645069324,11.598535,11.529914999999999,11.667154
90806,10645,362,4.18,0.14,214.0,0.0,272.0,295.0,303.0,264.0,347.0,68,153.0,386.0,95,231.0,2.69,2.68,2.62,2.5,2.8,68,2.4,3.1,95,2.52,4093519345407991296,5.075371,175872536.4351458,557928.4959832757,5.1275883,122890944.38512193,488371.2865976246,5.1194377,71943709.04475187,522964.4140716692,,,
90810,7064,240,4.36,0.14,,,884.0,1125.0,1392.0,708.0,1939.0,68,154.0,2512.0,95,30.0,1.44,1.44,1.44,1.4,1.5,68,1.3,1.6,95,1.41,4271948886936097280,7.117666000000001,26808956.97138049,11278.581909867007,7.3249884000000005,16239024.278045315,68348.8163480928,6.837534,14782722.370268932,66687.15768877491,5.101081,5.075503,5.126659
90873,6820,232,4.39,0.14,,,1453.0,1665.0,1753.0,1000.0,2985.0,68,290.0,5788.0,95,35.0,1.35,1.35,1.35,1.2,1.5,68,1.1,1.6,95,1.34,6732957004301738368,7.583846,17450500.34078387,6561.76487792248,7.814118,10349232.920630032,17753.747910921393,7.255441,10059851.525160585,26401.557409846606,4.3610477,4.335992299999999,4.386103
90887,9403,320,4.06,0.14,158.0,0.0,271.0,345.0,428.0,228.0,567.0,68,58.0,649.0,95,480.0,2.1,2.08,2.05,1.9,2.2,68,1.8,2.4,95,2.25,6723805631578978816,5.121335,168582443.54395494,490953.44927136,5.1971087,115268791.1354279,503224.12630492146,5.108132,72696806.04876325,832532.0314152769,,,
90936,6602,224,4.22,0.14,,,1247.0,1519.0,1967.0,750.0,3758.0,68,163.0,6131.0,95,1919.0,1.23,1.23,1.21,1.1,1.3,68,1.1,1.4,95,1.3,6723753061177741312,6.1039624,68196393.03403261,24763.63290682148,6.347671,39947240.06956402,99325.86087065238,5.7786349999999995,39202516.39034105,188837.67252600988,3.6216082999999997,3.6133623,3.6298542
90991,9893,336,4.24,0.14,124.0,0.0,127.0,152.0,234.0,88.0,369.0,68,22.0,434.0,95,233.0,2.19,2.18,2.14,2.1,2.3,68,2.0,2.4,95,2.23,4103314967619351168,5.7200313,97125604.42412215,117108.852449279,5.7595496,68665004.11785929,372476.0368179917,5.7295666,41014873.22863451,437743.91932124284,,,
91054,7494,255,4.19,0.14,,,760.0,944.0,1106.0,664.0,1470.0,68,163.0,1830.0,95,901.0,1.58,1.57,1.55,1.5,1.7,68,1.4,1.8,95,1.57,6734631732314894336,7.454623,19656087.40657872,12016.06260305569,7.5895844,12726867.54235037,47345.353755581964,7.150269000000001,11083079.759898953,246952.1044439729,8.860686999999999,8.80026,8.921114999999999
91089,6323,215,4.27,0.14,,,3201.0,3370.0,3117.0,2354.0,5392.0,65,1486.0,7594.0,93,2966.0,1.23,1.22,1.18,1.1,1.3,68,1.0,1.4,95,1.18,4104684031375790464,7.9735875,12187404.590438368,4443.7578287545675,8.242577,6974683.40259419,15435.679279620776,7.597851299999999,7338839.819617732,17954.42231243944,2.2006544999999997,2.1872241000000003,2.2140849
91131,6431,219,3.97,0.14,,,2172.0,2549.0,2699.0,1618.0,5189.0,68,422.0,7286.0,95,2518.0,1.21,1.2,1.18,1.1,1.3,68,1.0,1.4,95,1.42,4102845029464582656,7.6393685,16580546.949537985,5348.3582595162015,7.895203599999999,9604478.478560723,23294.813355031576,7.2832136,9805789.604391804,30456.70693017967,4.637871700000001,4.5989633,4.67678
