HIP,Teff,e_Teff,log(g),e_log(g),vsini,r_vsini,Ageavg,Agemed,Agemod,Age68lo,Age68up,Age68t,Age95lo,Age95up,Age95t,Age2D,Mavg,Mmed,Mmod,M68lo,M68up,M68t,M95lo,M95up,M95t,M2D,source_id,phot_g_mean_mag,phot_g_mean_flux,phot_g_mean_flux_error,phot_bp_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_rp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,lum_val,lum_percentile_lower,lum_percentile_upper
27511,11150,379,4.02,0.14,26.0,0.0,248.0,255.0,255.0,231.0,289.0,68,183.0,324.0,95,260.0,2.99,2.97,2.9,2.7,3.2,68,2.6,3.5,95,2.89,3346230980484591360,4.8414497,218155639.29181316,727839.061164979,4.8458734,159296354.09756362,641694.2924602269,4.9317827,85517499.42641984,856027.7366717526,,,
27566,12940,440,4.21,0.14,290.0,0.0,115.0,132.0,143.0,106.0,173.0,68,45.0,200.0,95,88.0,3.44,3.42,3.38,3.2,3.6,68,3.0,3.9,95,3.29,4623532264081294464,5.427423,127167757.82385291,196278.2112804085,5.427566000000001,93224226.24642114,253409.4981014477,5.512394400000001,50096823.53206985,216409.76628937246,,,
27633,6511,221,4.29,0.14,,,2205.0,2661.0,2859.0,1557.0,6132.0,68,460.0,8913.0,95,1634.0,1.21,1.2,1.13,1.1,1.3,68,1.0,1.4,95,1.25,4657397600194853632,7.500288,18846515.57896902,5944.195059160025,7.7510996,10967698.19878932,13693.812102033746,7.154474700000001,11040230.712818373,27593.2645875069,2.7268209999999997,2.7189672000000003,2.7346747000000002
27709,6911,235,4.29,0.14,,,1616.0,1663.0,1608.0,1363.0,2070.0,68,917.0,2818.0,95,498.0,1.52,1.51,1.46,1.4,1.6,68,1.3,1.8,95,1.39,3011517650756015744,7.292615400000001,22819186.6603772,6382.1055525201355,7.508002799999999,13719999.042949513,28864.195538862212,6.9935966,12803520.371674653,31426.482535852294,5.221635,5.1946316,5.248638
27713,8474,288,3.94,0.14,,,307.0,398.0,570.0,244.0,770.0,68,55.0,866.0,95,736.0,1.81,1.8,1.77,1.7,1.9,68,1.7,2.0,95,2.08,3011731024732307712,5.9293833,80092701.23978984,53646.65129777419,5.993075,55376473.70202831,67520.91808380348,5.846687,36820807.01204033,38680.24656193237,,,
27809,5991,204,4.38,0.14,,,3986.0,4217.0,5705.0,2977.0,5880.0,68,2401.0,6583.0,88,4252.0,1.24,1.22,1.18,1.1,1.3,68,1.0,1.5,95,1.04,196870550547512448,9.414114,3233706.7217880627,995.125990467411,9.714277000000001,1798225.9233091453,1987.3280624987601,8.981529,2051900.3107712336,1507.9624951748526,1.2744159,1.2658928999999999,1.2829388000000002
27870,6562,223,4.16,0.14,,,2374.0,2386.0,2271.0,1661.0,3292.0,68,1122.0,5788.0,95,2264.0,1.34,1.34,1.3,1.2,1.4,68,1.1,1.6,95,1.32,4803945629525312384,7.8551974,13591496.435235618,4363.606139484517,8.092388,8009397.294465184,11787.790929748997,7.5224824,7866381.555520613,15401.264737191726,5.103467500000001,5.0818596,5.1250753
27924,10281,350,4.41,0.14,154.0,0.0,197.0,251.0,321.0,175.0,389.0,68,47.0,422.0,95,8.0,2.39,2.38,2.34,2.2,2.5,68,2.2,2.7,95,2.45,3342929318865549568,6.5703354,44382545.03527073,24786.074995825395,6.6042776,31538738.54498364,112712.6706514658,6.5912504,18546753.81334285,127544.52872467051,,,
27947,7471,254,4.17,0.14,,,542.0,693.0,1014.0,422.0,1357.0,68,87.0,1585.0,95,982.0,1.55,1.54,1.52,1.5,1.6,68,1.4,1.7,95,1.58,4792058603158427648,5.194230999999999,157635463.48648658,217779.1715825921,5.380482,97355919.8666258,212474.26898640426,4.9753050000000005,82157246.31835592,374217.4002929577,7.662540400000001,7.636271000000001,7.68881
27978,6618,225,4.29,0.14,,,1203.0,1540.0,1967.0,750.0,3350.0,68,163.0,5464.0,95,1170.0,1.25,1.28,1.24,1.2,1.3,68,1.1,1.4,95,1.29,4792645742367412608,7.4585333,19585422.67262589,6723.0908724489245,7.703562,11458575.079111395,18646.49928986404,7.118606599999999,11411046.17179009,25889.10501279694,3.6706752999999996,3.6572614000000003,3.6840892
27986,6513,221,3.97,0.14,,,2689.0,2665.0,2406.0,1830.0,4125.0,68,1334.0,6494.0,95,2342.0,1.33,1.32,1.3,1.2,1.4,68,1.1,1.6,95,1.45,3011341935053682688,7.226106,24260730.249108426,6136.415569513958,7.466987,14248214.487277672,16768.545170123103,6.8903550000000005,14080757.110804075,26242.076597301933,3.958514,3.9423516000000003,3.9746763999999994
28103,7128,242,4.26,0.14,,,1283.0,1394.0,1392.0,1155.0,1779.0,68,562.0,2371.0,95,629.0,1.55,1.53,1.49,1.4,1.6,68,1.3,1.8,95,1.46,2995725777561177472,3.5511690000000002,715943487.7418128,3835011.6724001714,3.8704321000000004,391185169.0004596,5068015.313899259,3.3517354,366499911.23582494,1107387.123592255,5.828407,5.7793264,5.877487
28128,6571,223,4.24,0.14,,,2360.0,2372.0,2271.0,1641.0,3295.0,68,1122.0,5957.0,95,1926.0,1.34,1.37,1.32,1.2,1.4,68,1.1,1.6,95,1.28,2997513583469817984,7.741453999999999,15092619.574413858,4110.49496811478,7.981177000000001,8873288.83751812,16458.475916451458,7.404955999999999,8765681.389704518,20393.742363675632,3.097032,3.0825562,3.111508
28224,6838,232,4.31,0.14,,,1023.0,1268.0,1608.0,688.0,2585.0,68,145.0,4217.0,95,284.0,1.34,1.34,1.32,1.2,1.4,68,1.1,1.5,95,1.37,3315926786457478912,7.745355,15038491.90663712,5031.282734520356,7.9682837,8979286.676809939,19737.49384239502,7.4327993,8543744.682118293,21497.50016692717,4.8115745,4.785033,4.8381157
28321,7440,253,3.86,0.14,,,498.0,649.0,986.0,370.0,1338.0,68,77.0,1585.0,95,1157.0,1.53,1.53,1.52,1.5,1.6,68,1.4,1.7,95,1.84,3017430721211367168,6.049747,71688156.52941737,482337.28843365284,6.2473993,43812251.44746892,1093912.503115201,5.80454,38278237.7399336,451822.3020815833,25.308146,25.078564,25.537727
28356,6480,220,4.03,0.14,,,2257.0,2529.0,2548.0,1679.0,4597.0,68,546.0,6879.0,95,2482.0,1.24,1.24,1.21,1.1,1.3,68,1.0,1.4,95,1.39,3315967541404032896,7.667762799999999,16152554.756269865,5657.389448152398,7.916386999999999,9418907.355982143,14268.785898492757,7.321210000000001,9468563.742404213,21026.08279387032,3.6324732,3.5916183,3.6733282
28369,6708,228,3.96,0.14,,,1831.0,1966.0,1967.0,1445.0,2793.0,68,631.0,5012.0,95,1971.0,1.37,1.37,1.35,1.3,1.5,68,1.1,1.6,95,1.51,2992085122766167424,7.542633,18125631.83216997,4644.187752867595,7.767247,10805785.370218458,10375.967092441626,7.2184644,10408358.707748722,12065.774270802516,12.346991000000001,12.252048,12.441934
28434,7057,240,3.98,0.14,,,1371.0,1474.0,1475.0,1206.0,1899.0,68,613.0,2585.0,95,1521.0,1.53,1.51,1.46,1.4,1.6,68,1.3,1.8,95,1.6,2997582921422547072,6.1084805,67913177.1070996,38924.10627935201,6.3183413,41041073.93959915,131696.51028788788,5.834137,37248878.57275412,130404.61614062444,9.943317,9.879246,10.007389
28469,6888,234,4.24,0.14,,,1591.0,1691.0,1655.0,1321.0,2279.0,68,649.0,3981.0,95,1015.0,1.46,1.48,1.44,1.3,1.6,68,1.2,1.7,95,1.39,3431617850909731200,7.404673599999999,20581488.194065884,6954.888245301844,7.617020599999999,12409292.095205193,16981.53249081489,7.100963,11597988.428502575,14956.683868474958,6.6477947,6.606846000000001,6.6887436000000005
28484,8090,275,4.17,0.14,,,398.0,505.0,739.0,325.0,944.0,68,71.0,1059.0,95,719.0,1.71,1.7,1.66,1.6,1.8,68,1.6,1.9,95,1.75,5549935544229546880,5.608085,107674347.9845826,93185.81068560305,5.731033,70492371.99699664,175457.0014667201,5.461023,52524121.94801146,179940.1467607125,19.182148,19.048164,19.316132
28498,6525,222,4.33,0.14,,,1774.0,2117.0,2337.0,1259.0,4597.0,68,307.0,6879.0,95,933.0,1.23,1.23,1.21,1.1,1.3,68,1.1,1.4,95,1.25,5500304413985680768,7.283253,23016806.98874943,6070.418125125075,7.542375999999999,13292444.007985424,26426.73267234123,6.9365473,13494259.111488678,30671.78423494957,2.9139555,2.9067154,2.9211955
28591,6684,227,4.41,0.14,,,1087.0,1341.0,1804.0,668.0,2985.0,68,145.0,4870.0,95,39.0,1.28,1.28,1.27,1.2,1.4,68,1.1,1.4,95,1.3,2910248953346842112,7.0700210000000006,28011595.17916335,5623.552272209987,7.3079295,16496185.576803347,24231.01487696959,6.736395,16225944.064824115,29819.327558818466,3.2151612999999997,3.2064056,3.2239169999999997
28768,6261,213,4.06,0.14,,,3500.0,3526.0,3117.0,2510.0,5068.0,68,1939.0,6879.0,95,3273.0,1.26,1.24,1.18,1.1,1.3,68,1.0,1.5,95,1.3,5566491509283859968,7.9307895,12677410.078899888,5146.946995785424,8.204898,7220978.363722976,10358.342363861313,7.54453,7708252.674505789,12853.51056548972,2.945615,2.9319415,2.9592886000000003
28790,6321,215,4.31,0.14,,,2458.0,2396.0,2024.0,1696.0,3127.0,68,1454.0,5012.0,95,2469.0,1.51,1.51,1.46,1.3,1.7,68,1.2,1.8,95,1.17,5567901976544151168,5.8428392,86738219.52837291,66583.27941456126,6.1097703,49733277.50406389,117387.78304130926,5.4810550000000005,51563949.31222188,126370.85098251533,2.5084527000000003,2.4877813,2.5291240000000004
28854,7119,242,4.26,0.14,,,791.0,1010.0,1314.0,613.0,1830.0,68,130.0,2304.0,95,621.0,1.45,1.45,1.44,1.4,1.5,68,1.3,1.6,95,1.45,3005061455916537088,5.7914295,90944107.22134848,63030.260427037625,5.996959700000001,55178682.6171827,232348.92275257286,5.5165915,49903535.70987462,133114.86563458733,11.291162,11.240567,11.341756
28855,10522,358,4.25,0.14,193.0,0.0,188.0,232.0,294.0,168.0,361.0,68,47.0,398.0,95,173.0,2.48,2.46,2.42,2.3,2.6,68,2.2,2.8,95,2.42,2886108728881866880,5.787349,91286501.16687958,79693.57439570059,5.8116699999999994,65446629.38193931,231368.15066838067,5.799346,38461793.71957655,128029.60869603012,,,
28878,8345,284,4.37,0.14,,,356.0,448.0,640.0,290.0,841.0,68,63.0,944.0,95,17.0,1.78,1.77,1.75,1.7,1.8,68,1.6,2.0,95,1.74,5571018404814252544,7.467776,19419404.815084644,6110.830411288023,7.5727625,12925584.355986748,19643.376319632727,7.333965299999999,9357972.928235304,17050.295068573985,,,
28899,10279,349,4.12,0.14,221.0,0.0,158.0,195.0,286.0,125.0,381.0,68,30.0,434.0,95,312.0,2.34,2.33,2.31,2.2,2.5,68,2.1,2.6,95,2.47,2897372641393464064,5.773455,92462206.92159703,66596.16936060581,5.8098980000000005,65553527.48805137,132182.01587917158,5.754314,40090580.97726206,131876.94238037613,,,
28909,10777,366,4.31,0.14,149.0,1.0,94.0,113.0,175.0,65.0,275.0,68,16.0,316.0,95,73.0,2.46,2.46,2.42,2.3,2.6,68,2.2,2.7,95,2.43,5284258831636637440,5.683751999999999,100425816.84107068,127042.51209466872,5.6909220000000005,73145318.19553143,90116.4797602516,5.717887,41458458.26186981,91140.8469544276,,,
28910,10453,355,4.12,0.14,246.0,0.0,207.0,252.0,303.0,184.0,383.0,68,55.0,434.0,95,293.0,2.46,2.45,2.42,2.3,2.6,68,2.2,2.8,95,2.52,2993876570803825664,4.602716,271806565.47382563,1079413.625599859,4.6854305,184664344.49345532,548328.379895616,4.6137576,114621205.01911598,431041.1502897032,,,
28987,6599,224,4.28,0.14,,,2160.0,2441.0,2271.0,1479.0,4626.0,68,546.0,7499.0,95,1453.0,1.27,1.27,1.27,1.1,1.4,68,1.0,1.5,95,1.28,5566892315632568704,6.718870599999999,38707759.02736829,9972.399433934894,6.970122999999999,22516769.87057406,44320.779217217336,6.376732,22598274.522826396,61254.10928170768,3.3353629999999996,3.328128,3.3425977
29064,11223,382,4.38,0.14,274.0,0.0,98.0,120.0,180.0,75.0,257.0,68,18.0,282.0,95,6.0,2.64,2.66,2.59,2.5,2.7,68,2.4,2.9,95,2.59,5572235147572480256,5.482846,120839230.13658518,161163.79839432414,5.500708599999999,87150896.02842961,181146.02697700294,5.5210023,49701216.67711002,187445.12387040065,,,
29083,6460,220,4.2,0.14,,,1851.0,2304.0,2548.0,1296.0,4870.0,68,290.0,6879.0,95,2544.0,1.2,1.2,1.18,1.1,1.3,68,1.0,1.4,95,1.26,2992954630306470656,6.8266406,35050167.81272428,7308.674659468686,7.080715700000001,20336161.07901815,16766.73810931045,6.469881,20740326.831360277,63525.154281687785,2.9327514,2.9252381,2.9402647
29110,6645,226,4.31,0.14,,,1379.0,1645.0,2024.0,799.0,4728.0,68,178.0,7286.0,95,895.0,1.21,1.2,1.18,1.1,1.3,68,1.0,1.4,95,1.3,3454116534572655104,8.194892999999999,9940062.074385095,3975.511417956481,8.432527,5855239.947267656,14478.506959885439,7.8515809999999995,5809456.937179168,13421.911953719404,4.4011345,4.3607892999999995,4.4414796999999995
29134,11381,387,4.01,0.14,98.0,0.0,118.0,146.0,214.0,100.0,259.0,68,25.0,282.0,95,242.0,2.73,2.72,2.67,2.6,2.8,68,2.5,3.0,95,2.98,5282761464287879296,5.002991000000001,187996495.5733568,426679.2305254385,5.014925,136328084.20587963,384888.2612872621,5.102806,73054264.08869289,325186.7365570615,,,
29210,7005,238,3.94,0.14,,,1636.0,1728.0,1562.0,1105.0,2613.0,68,562.0,5788.0,95,1553.0,1.44,1.44,1.44,1.3,1.6,68,1.1,1.7,95,1.62,3020061749456280192,6.059533999999999,71044848.64000554,34734.24036646922,6.270861599999999,42875636.84228935,133105.76643113155,5.7738724,39374869.34492479,160698.8127124011,12.001035,11.936891000000001,12.065178999999999
29217,6414,218,4.06,0.14,,,2625.0,3073.0,3117.0,1932.0,6067.0,68,708.0,8913.0,95,2675.0,1.21,1.2,1.13,1.1,1.3,68,1.0,1.4,95,1.35,5572258447772379136,7.153218700000001,25945308.37632935,6280.9404395656775,7.418099400000001,14904437.22514729,22229.96863418631,6.786353,15496257.743967587,21949.60101973785,4.741873,4.729015400000001,4.75473
29285,6300,214,3.86,0.14,,,3315.0,3450.0,3117.0,2451.0,5270.0,68,1540.0,7499.0,95,2526.0,1.22,1.21,1.18,1.1,1.3,68,1.0,1.4,95,1.48,5553415395452100608,7.521679,18478842.304196186,4270.467424250926,7.799542,10489105.874104686,19100.773654629298,7.141941,11168415.87754682,23492.866550731782,7.7840074999999995,7.745800999999999,7.822214
29389,6652,226,4.21,0.14,,,2120.0,2077.0,2024.0,1602.0,2590.0,68,1296.0,4217.0,95,1814.0,1.47,1.47,1.44,1.3,1.6,68,1.2,1.8,95,1.32,2897984553974493312,7.6815505,15948726.11678987,20974.82935586984,7.786094,10619831.78276872,21534.607971315232,7.2134924,10456131.56346193,38959.082717592144,4.9253626,4.8409333,5.009792
29467,6879,234,4.22,0.14,,,816.0,1014.0,1433.0,531.0,2239.0,68,106.0,3255.0,95,1252.0,1.35,1.35,1.35,1.3,1.4,68,1.2,1.5,95,1.39,5571536824546951424,7.691084399999999,15809296.559411826,4670.327619617503,7.908448,9488027.311916452,17057.256119883372,7.389745,8889348.39354788,23523.335716623817,6.457976,6.4297004,6.4862514000000004
29650,6525,222,4.24,0.14,,,1867.0,2196.0,2337.0,1348.0,4473.0,68,345.0,6683.0,95,2104.0,1.24,1.24,1.21,1.1,1.3,68,1.1,1.4,95,1.27,3374052988354372992,5.0466604,180585151.0520197,560954.0926399439,5.3264002999999995,102328149.71175018,293082.5088290423,4.737081,102314127.55017725,642440.8153391712,3.0460947,3.0254342999999997,3.066755
29672,6131,208,3.71,0.14,,,3330.0,3895.0,5085.0,2764.0,6933.0,68,1029.0,8913.0,95,2346.0,1.13,1.12,1.07,1.0,1.2,68,1.0,1.3,95,1.57,3005743668522350080,7.4262757,20176039.14578545,6048.0489242093445,7.714755,11341051.859571416,29208.730402875386,7.0264,12422469.291528378,40843.60289550503,6.60233,6.5571213,6.647539
29716,6262,213,3.87,0.14,,,2756.0,3261.0,3600.0,2194.0,6319.0,68,579.0,7943.0,95,2624.0,1.15,1.15,1.13,1.1,1.2,68,1.0,1.3,95,1.46,3121655180755113856,5.4670606,122608905.99017791,189503.29933371875,5.7652264,68306909.38129443,142267.32026584086,5.096706,73465883.18418577,699482.7373129154,6.333264,6.303491,6.363036599999999
29783,5863,199,3.42,0.14,,,4818.0,5165.0,5705.0,4715.0,6575.0,42,2887.0,9091.0,95,1757.0,1.13,1.11,5.5,1.0,1.2,68,1.0,1.3,95,1.74,5482551183847322496,7.6280603000000005,16754141.237259027,5438.2359460265025,7.896469000000001,9593291.216035627,21052.136295380154,7.2545532999999995,10068081.342601007,19558.1916378579,2.8126125,2.8035183,2.8217068
29800,6595,224,4.34,0.14,,,2316.0,2280.0,2207.0,1650.0,2962.0,68,1296.0,5158.0,95,545.0,1.39,1.39,1.38,1.2,1.5,68,1.1,1.7,95,1.28,3331979901042416512,4.887494,209097397.2517285,485313.6643407855,5.1639595,118842422.74037184,282897.37872712786,4.578849,118366403.2802704,364405.7296486778,3.0864158,3.0714764999999997,3.101355
29850,8958,305,3.86,0.14,,,431.0,424.0,416.0,369.0,461.0,55,345.0,613.0,95,580.0,2.81,2.84,2.84,2.8,2.9,26,2.4,3.2,95,2.33,3329160512709750784,5.3209534000000005,140270062.69024587,408936.9262467881,5.430858,92942013.520011,236645.6824776821,5.2830276,61880950.96512304,323550.1787275542,,,
29884,7660,260,4.18,0.14,,,1042.0,1063.0,1044.0,891.0,1296.0,68,688.0,1631.0,95,845.0,1.79,1.77,1.75,1.6,1.9,68,1.5,2.1,95,1.62,968597489838610432,6.4608817,49090072.97648026,17213.119326495467,6.618075999999999,31140459.681071457,68670.27284873663,6.244583,25523179.778746005,63909.80690534178,11.317971,11.268626,11.367316
29888,6475,220,4.13,0.14,,,2023.0,2401.0,2699.0,1428.0,5629.0,68,335.0,7499.0,95,2563.0,1.2,1.19,1.15,1.1,1.3,68,1.0,1.4,95,1.31,2912571156265751552,7.3668814,21310500.362162586,3809.4716258710796,7.620871000000001,12365364.386337187,12672.231951256686,7.010174,12609517.09741499,17911.4998699825,4.1870203,4.172843,4.2011975999999995
30111,6237,212,4.27,0.14,,,3054.0,3510.0,4664.0,2368.0,6624.0,68,917.0,8913.0,95,3670.0,1.17,1.15,1.1,1.0,1.2,68,1.0,1.4,95,1.14,5555076276485749760,8.479371,7648882.862042571,1939.0742156568786,8.751776,4363600.869107933,5919.486039287329,8.086238999999999,4680287.67865031,7186.864698861931,2.2875633,2.2780254,2.2971013
30167,7632,259,4.05,0.14,,,653.0,841.0,986.0,531.0,1372.0,68,122.0,1778.0,95,1091.0,1.6,1.59,1.55,1.5,1.7,68,1.4,1.8,95,1.72,3020434999296166400,6.696560000000001,39511383.3261643,18043.361422194743,6.841019,25359906.1200758,56023.47751889352,6.498706299999999,20196934.966507766,54356.74944938733,8.394086999999999,8.352864,8.435309
30181,6789,231,4.36,0.14,,,1017.0,1276.0,1655.0,715.0,2584.0,68,141.0,3652.0,95,34.0,1.33,1.33,1.32,1.2,1.4,68,1.2,1.5,95,1.34,3116835329798057984,7.729188000000001,15264094.951854305,5338.152305535259,7.9491863,9138621.743366186,16715.737724889488,7.4198856,8645970.792670915,21024.08060098363,4.0897993999999995,4.0636196,4.115979
30188,6884,234,4.34,0.14,,,1498.0,1657.0,1655.0,1223.0,2512.0,68,422.0,4467.0,95,32.0,1.42,1.41,1.41,1.3,1.5,68,1.2,1.6,95,1.37,3433951220740181248,6.912304400000001,32391018.00828288,12873.72734331425,7.129739,19438361.93278224,43671.18550256624,6.613728,18166728.170276187,40002.707379207015,4.5607752999999995,4.54164,4.5799108
30213,6643,226,4.29,0.14,,,1148.0,1454.0,1857.0,688.0,3341.0,68,150.0,5464.0,95,1138.0,1.25,1.25,1.24,1.2,1.3,68,1.1,1.4,95,1.3,5499788639952559488,8.244616,9495110.33436292,3009.31930528154,8.479236,5608682.827399187,10054.429501575849,7.907998599999999,5515292.504799497,8268.996703986191,3.629793,3.6116107000000004,3.6479752
30247,6489,221,3.57,0.14,,,1561.0,1910.0,2406.0,1000.0,4597.0,68,218.0,6879.0,95,1606.0,1.2,1.2,1.18,1.1,1.3,68,1.0,1.4,95,1.79,995762333350851712,5.1997952000000005,156829627.54930887,322232.1146641448,5.4642496,90127110.00764878,159056.33295369832,4.866752,90796073.44095837,459688.6190137781,21.723972,21.477709,21.970236
30291,6841,233,4.33,0.14,,,1373.0,1363.0,1392.0,1054.0,1663.0,68,891.0,2113.0,95,32.0,1.83,1.83,1.86,1.6,2.0,68,1.5,2.2,95,1.37,2898071312314111488,8.21782,9732362.946537346,2776.279931394417,8.432835,5853579.431644472,6592.884174271705,7.9020524000000005,5545581.235591114,7605.22136300635,4.1909184,4.169004,4.212833
30318,7288,248,3.93,0.14,,,479.0,613.0,958.0,328.0,1413.0,68,69.0,1728.0,95,1309.0,1.48,1.48,1.46,1.4,1.6,68,1.3,1.6,95,1.72,3332134691661650816,5.9131860000000005,81296518.21357751,61621.36270420448,6.099789,50192588.10999297,138730.40791264814,5.666901999999999,43451732.98622206,112716.20160839935,13.4691,13.352426999999999,13.585773000000001
30378,6767,230,4.32,0.14,,,968.0,1193.0,1608.0,613.0,2738.0,68,126.0,4340.0,95,275.0,1.3,1.3,1.3,1.2,1.4,68,1.1,1.5,95,1.34,2893438309613686272,7.573364,17619794.884370927,4676.6407169159365,7.797840600000001,10505555.745645568,16576.9258755653,7.257999400000001,10036175.461526148,22806.787983448092,4.068239,4.0532365,4.083242
30381,7950,270,4.19,0.14,,,846.0,898.0,904.0,777.0,1079.0,68,501.0,1296.0,95,729.0,1.83,1.84,1.77,1.7,1.9,68,1.6,2.1,95,1.7,2945329559028863360,6.910482000000001,32445428.56230993,8369.882609865876,7.036862400000001,21174357.520406928,16092.299426063244,6.7324853000000004,16284478.203682728,14492.979165881985,12.868164,12.788922,12.947405999999999
30410,6689,227,4.38,0.14,,,1117.0,1373.0,1804.0,688.0,3073.0,68,150.0,5158.0,95,38.0,1.28,1.28,1.27,1.2,1.4,68,1.1,1.4,95,1.31,2891800075946029184,7.3229337,22190793.375131525,5194.143602468465,7.561638,13058704.884052984,23722.841475180565,6.994137299999999,12797146.049469525,29640.005033972513,6.4331879999999995,6.3919544,6.4744215
30463,10542,358,4.19,0.14,168.0,0.0,282.0,305.0,312.0,268.0,366.0,68,154.0,410.0,95,234.0,2.65,2.63,2.59,2.4,2.8,68,2.3,3.1,95,2.48,5481786576589734400,5.761143700000001,93516620.34421934,96619.64857650273,5.777999400000001,67508053.16640192,150533.54407119867,5.785387999999999,38959447.50053608,99659.63866858456,,,
30706,6957,237,4.36,0.14,,,1147.0,1362.0,1518.0,772.0,2585.0,68,188.0,4870.0,95,32.0,1.38,1.38,1.38,1.3,1.5,68,1.1,1.6,95,1.39,5574274952097988352,6.380958000000001,52840031.91882727,15227.606171496354,6.601828599999999,31609950.56252313,56084.45044446149,6.0767937000000005,29788625.399888296,91383.86155610751,5.165158,5.1524625,5.177853
30830,6448,219,4.16,0.14,,,1628.0,1997.0,2548.0,1059.0,5012.0,68,230.0,7286.0,95,2648.0,1.18,1.18,1.15,1.1,1.3,68,1.0,1.3,95,1.28,3003708850458177792,7.6682405,16145444.085893456,4168.4397663346535,7.932430999999999,9280744.228274005,20095.16867682277,7.299910000000001,9656149.965768082,23807.447882340235,3.9807767999999997,3.9548947999999995,4.006658600000001
30838,6349,216,3.88,0.14,,,2346.0,2842.0,3600.0,1728.0,6643.0,68,460.0,8913.0,95,3008.0,1.16,1.15,1.1,1.0,1.2,68,1.0,1.4,95,1.4,3119898298613614208,6.672975999999999,40379021.52903237,10713.794545446435,6.951562400000001,22905004.602503195,28696.359397217755,6.3076572,24082698.22069288,109162.78865362008,8.318866,8.278129,8.359603
31005,6321,215,4.25,0.14,,,2228.0,2818.0,3302.0,1631.0,6131.0,68,365.0,7943.0,95,3107.0,1.15,1.14,1.13,1.0,1.2,68,1.0,1.3,95,1.18,2924240337592025984,8.213161,9774214.626861347,3013.8921022988625,8.461589,5700588.158382236,4973.667358081975,7.8484864000000005,5826039.396745942,6648.589718126991,2.6113470000000003,2.5997477000000004,2.6229463
31075,7267,247,4.3,0.14,,,1131.0,1260.0,1277.0,1038.0,1636.0,68,434.0,2113.0,95,114.0,1.58,1.59,1.52,1.4,1.7,68,1.4,1.8,95,1.49,2951841382281841280,7.581105,17494607.356920823,17501.937146345106,7.7663839999999995,10814378.569994284,40392.075099050046,7.317123,9504271.375078704,28841.860672988794,5.8766527,5.841566,5.9117393
31092,7562,257,3.89,0.14,,,531.0,681.0,986.0,430.0,1276.0,68,89.0,1454.0,95,1112.0,1.58,1.57,1.55,1.5,1.6,68,1.4,1.7,95,1.84,2938691704252262272,6.5133147000000005,46775707.11349644,10324.092465423344,6.6671762,29763556.92518001,27363.338247310407,6.300951,24231903.63904989,37784.072598914674,14.3795,14.319195,14.439805999999999
